prompt_id,caption,split,seed,bpm,keyscale,timesignature
p20_chamber_ambient__v02,"Instrumental ambient chamber music, regular pulse, smooth voice leading, low dramatic contrast, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",qualification,,76,,4
p20_chamber_ambient__v03,"Instrumental ambient chamber music, regular pulse, smooth voice leading, low dramatic contrast, no vocals. Maintain restrained dynamics and a stable background texture throughout.",qualification,,76,,4
p20_chamber_ambient__v04,"Instrumental ambient chamber music, regular pulse, smooth voice leading, low dramatic contrast, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",qualification,,76,,4
p20_chamber_ambient__v05,"Instrumental ambient chamber music, regular pulse, smooth voice leading, low dramatic contrast, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",qualification,,76,,4
p20_chamber_ambient__v06,"Instrumental ambient chamber music, regular pulse, smooth voice leading, low dramatic contrast, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",qualification,,76,,4
p20_chamber_ambient__v07,"Instrumental ambient chamber music, regular pulse, smooth voice leading, low dramatic contrast, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",qualification,,76,,4
p20_chamber_ambient__v08,"Instrumental ambient chamber music, regular pulse, smooth voice leading, low dramatic contrast, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",qualification,,76,,4
p20_chamber_ambient__v09,"Instrumental ambient chamber music, regular pulse, smooth voice leading, low dramatic contrast, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",qualification,,76,,4
p20_chamber_ambient__v10,"Instrumental ambient chamber music, regular pulse, smooth voice leading, low dramatic contrast, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",qualification,,76,,4
p20_chamber_ambient__v11,"Instrumental ambient chamber music, regular pulse, smooth voice leading, low dramatic contrast, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",qualification,,76,,4
p20_chamber_ambient__v12,"Instrumental ambient chamber music, regular pulse, smooth voice leading, low dramatic contrast, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",qualification,,76,,4
p20_chamber_ambient__v13,"Instrumental ambient chamber music, regular pulse, smooth voice leading, low dramatic contrast, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",qualification,,76,,4
p20_chamber_ambient__v14,"Instrumental ambient chamber music, regular pulse, smooth voice leading, low dramatic contrast, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",qualification,,76,,4
p20_chamber_ambient__v15,"Instrumental ambient chamber music, regular pulse, smooth voice leading, low dramatic contrast, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",qualification,,76,,4
p20_chamber_ambient__v16,"Instrumental ambient chamber music, regular pulse, smooth voice leading, low dramatic contrast, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",qualification,,76,,4
p21_lofi_keys__v01,"Instrumental focus music with clean lo-fi keys, steady beat, restrained melody, smooth dynamics, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",train,,88,,4
p21_lofi_keys__v02,"Instrumental focus music with clean lo-fi keys, steady beat, restrained melody, smooth dynamics, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",train,,88,,4
p21_lofi_keys__v03,"Instrumental focus music with clean lo-fi keys, steady beat, restrained melody, smooth dynamics, no vocals. Maintain restrained dynamics and a stable background texture throughout.",train,,88,,4
p21_lofi_keys__v04,"Instrumental focus music with clean lo-fi keys, steady beat, restrained melody, smooth dynamics, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",train,,88,,4
p21_lofi_keys__v05,"Instrumental focus music with clean lo-fi keys, steady beat, restrained melody, smooth dynamics, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",train,,88,,4
p21_lofi_keys__v06,"Instrumental focus music with clean lo-fi keys, steady beat, restrained melody, smooth dynamics, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",train,,88,,4
p21_lofi_keys__v07,"Instrumental focus music with clean lo-fi keys, steady beat, restrained melody, smooth dynamics, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",train,,88,,4
p21_lofi_keys__v08,"Instrumental focus music with clean lo-fi keys, steady beat, restrained melody, smooth dynamics, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",train,,88,,4
p21_lofi_keys__v09,"Instrumental focus music with clean lo-fi keys, steady beat, restrained melody, smooth dynamics, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",train,,88,,4
p21_lofi_keys__v10,"Instrumental focus music with clean lo-fi keys, steady beat, restrained melody, smooth dynamics, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",train,,88,,4
p21_lofi_keys__v11,"Instrumental focus music with clean lo-fi keys, steady beat, restrained melody, smooth dynamics, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",train,,88,,4
p21_lofi_keys__v12,"Instrumental focus music with clean lo-fi keys, steady beat, restrained melody, smooth dynamics, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",train,,88,,4
p21_lofi_keys__v13,"Instrumental focus music with clean lo-fi keys, steady beat, restrained melody, smooth dynamics, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",train,,88,,4
p21_lofi_keys__v14,"Instrumental focus music with clean lo-fi keys, steady beat, restrained melody, smooth dynamics, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",train,,88,,4
p21_lofi_keys__v15,"Instrumental focus music with clean lo-fi keys, steady beat, restrained melody, smooth dynamics, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",train,,88,,4
p21_lofi_keys__v16,"Instrumental focus music with clean lo-fi keys, steady beat, restrained melody, smooth dynamics, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",train,,88,,4
p22_soft_rhodes__v01,"Instrumental focus music with soft electric piano, stable pulse, sparse chordal motion, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",train,,86,,4
p22_soft_rhodes__v02,"Instrumental focus music with soft electric piano, stable pulse, sparse chordal motion, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",train,,86,,4
p22_soft_rhodes__v03,"Instrumental focus music with soft electric piano, stable pulse, sparse chordal motion, no vocals. Maintain restrained dynamics and a stable background texture throughout.",train,,86,,4
p22_soft_rhodes__v04,"Instrumental focus music with soft electric piano, stable pulse, sparse chordal motion, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",train,,86,,4
p22_soft_rhodes__v05,"Instrumental focus music with soft electric piano, stable pulse, sparse chordal motion, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",train,,86,,4
p22_soft_rhodes__v06,"Instrumental focus music with soft electric piano, stable pulse, sparse chordal motion, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",train,,86,,4
p22_soft_rhodes__v07,"Instrumental focus music with soft electric piano, stable pulse, sparse chordal motion, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",train,,86,,4
p22_soft_rhodes__v08,"Instrumental focus music with soft electric piano, stable pulse, sparse chordal motion, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",train,,86,,4
p22_soft_rhodes__v09,"Instrumental focus music with soft electric piano, stable pulse, sparse chordal motion, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",train,,86,,4
p22_soft_rhodes__v10,"Instrumental focus music with soft electric piano, stable pulse, sparse chordal motion, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",train,,86,,4
p22_soft_rhodes__v11,"Instrumental focus music with soft electric piano, stable pulse, sparse chordal motion, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",train,,86,,4
p22_soft_rhodes__v12,"Instrumental focus music with soft electric piano, stable pulse, sparse chordal motion, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",train,,86,,4
p22_soft_rhodes__v13,"Instrumental focus music with soft electric piano, stable pulse, sparse chordal motion, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",train,,86,,4
p22_soft_rhodes__v14,"Instrumental focus music with soft electric piano, stable pulse, sparse chordal motion, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",train,,86,,4
p22_soft_rhodes__v15,"Instrumental focus music with soft electric piano, stable pulse, sparse chordal motion, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",train,,86,,4
p22_soft_rhodes__v16,"Instrumental focus music with soft electric piano, stable pulse, sparse chordal motion, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",train,,86,,4
p23_rhodes_bass__v01,"Instrumental focus music with electric piano and subdued bass, consistent groove, limited melodic range, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",development,,92,,4
p23_rhodes_bass__v02,"Instrumental focus music with electric piano and subdued bass, consistent groove, limited melodic range, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",development,,92,,4
p23_rhodes_bass__v03,"Instrumental focus music with electric piano and subdued bass, consistent groove, limited melodic range, no vocals. Maintain restrained dynamics and a stable background texture throughout.",development,,92,,4
p23_rhodes_bass__v04,"Instrumental focus music with electric piano and subdued bass, consistent groove, limited melodic range, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",development,,92,,4
p23_rhodes_bass__v05,"Instrumental focus music with electric piano and subdued bass, consistent groove, limited melodic range, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",development,,92,,4
p23_rhodes_bass__v06,"Instrumental focus music with electric piano and subdued bass, consistent groove, limited melodic range, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",development,,92,,4
p23_rhodes_bass__v07,"Instrumental focus music with electric piano and subdued bass, consistent groove, limited melodic range, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",development,,92,,4
p23_rhodes_bass__v08,"Instrumental focus music with electric piano and subdued bass, consistent groove, limited melodic range, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",development,,92,,4
p23_rhodes_bass__v09,"Instrumental focus music with electric piano and subdued bass, consistent groove, limited melodic range, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",development,,92,,4
p23_rhodes_bass__v10,"Instrumental focus music with electric piano and subdued bass, consistent groove, limited melodic range, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",development,,92,,4
p23_rhodes_bass__v11,"Instrumental focus music with electric piano and subdued bass, consistent groove, limited melodic range, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",development,,92,,4
p23_rhodes_bass__v12,"Instrumental focus music with electric piano and subdued bass, consistent groove, limited melodic range, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",development,,92,,4
p23_rhodes_bass__v13,"Instrumental focus music with electric piano and subdued bass, consistent groove, limited melodic range, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",development,,92,,4
p23_rhodes_bass__v14,"Instrumental focus music with electric piano and subdued bass, consistent groove, limited melodic range, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",development,,92,,4
p23_rhodes_bass__v15,"Instrumental focus music with electric piano and subdued bass, consistent groove, limited melodic range, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",development,,92,,4
p23_rhodes_bass__v16,"Instrumental focus music with electric piano and subdued bass, consistent groove, limited melodic range, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",development,,92,,4
p24_tape_keys__v01,"Instrumental focus music with warm tape-textured keys, even pulse, simple motifs, gentle transitions, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",calibration,,84,,4
p24_tape_keys__v02,"Instrumental focus music with warm tape-textured keys, even pulse, simple motifs, gentle transitions, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",calibration,,84,,4
p24_tape_keys__v03,"Instrumental focus music with warm tape-textured keys, even pulse, simple motifs, gentle transitions, no vocals. Maintain restrained dynamics and a stable background texture throughout.",calibration,,84,,4
p24_tape_keys__v04,"Instrumental focus music with warm tape-textured keys, even pulse, simple motifs, gentle transitions, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",calibration,,84,,4
p24_tape_keys__v05,"Instrumental focus music with warm tape-textured keys, even pulse, simple motifs, gentle transitions, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",calibration,,84,,4
p24_tape_keys__v06,"Instrumental focus music with warm tape-textured keys, even pulse, simple motifs, gentle transitions, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",calibration,,84,,4
p24_tape_keys__v07,"Instrumental focus music with warm tape-textured keys, even pulse, simple motifs, gentle transitions, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",calibration,,84,,4
p24_tape_keys__v08,"Instrumental focus music with warm tape-textured keys, even pulse, simple motifs, gentle transitions, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",calibration,,84,,4
p24_tape_keys__v09,"Instrumental focus music with warm tape-textured keys, even pulse, simple motifs, gentle transitions, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",calibration,,84,,4
p24_tape_keys__v10,"Instrumental focus music with warm tape-textured keys, even pulse, simple motifs, gentle transitions, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",calibration,,84,,4
p24_tape_keys__v11,"Instrumental focus music with warm tape-textured keys, even pulse, simple motifs, gentle transitions, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",calibration,,84,,4
p24_tape_keys__v12,"Instrumental focus music with warm tape-textured keys, even pulse, simple motifs, gentle transitions, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",calibration,,84,,4
p24_tape_keys__v13,"Instrumental focus music with warm tape-textured keys, even pulse, simple motifs, gentle transitions, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",calibration,,84,,4
p24_tape_keys__v14,"Instrumental focus music with warm tape-textured keys, even pulse, simple motifs, gentle transitions, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",calibration,,84,,4
p24_tape_keys__v15,"Instrumental focus music with warm tape-textured keys, even pulse, simple motifs, gentle transitions, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",calibration,,84,,4
p24_tape_keys__v16,"Instrumental focus music with warm tape-textured keys, even pulse, simple motifs, gentle transitions, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",calibration,,84,,4
p25_minimal_acoustic__v01,"Minimal instrumental focus music, stable acoustic pulse, restrained tonal movement, smooth dynamics, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",train,,80,,4
p25_minimal_acoustic__v02,"Minimal instrumental focus music, stable acoustic pulse, restrained tonal movement, smooth dynamics, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",train,,80,,4
p25_minimal_acoustic__v03,"Minimal instrumental focus music, stable acoustic pulse, restrained tonal movement, smooth dynamics, no vocals. Maintain restrained dynamics and a stable background texture throughout.",train,,80,,4
p25_minimal_acoustic__v04,"Minimal instrumental focus music, stable acoustic pulse, restrained tonal movement, smooth dynamics, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",train,,80,,4
p25_minimal_acoustic__v05,"Minimal instrumental focus music, stable acoustic pulse, restrained tonal movement, smooth dynamics, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",train,,80,,4
p25_minimal_acoustic__v06,"Minimal instrumental focus music, stable acoustic pulse, restrained tonal movement, smooth dynamics, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",train,,80,,4
p25_minimal_acoustic__v07,"Minimal instrumental focus music, stable acoustic pulse, restrained tonal movement, smooth dynamics, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",train,,80,,4
p25_minimal_acoustic__v08,"Minimal instrumental focus music, stable acoustic pulse, restrained tonal movement, smooth dynamics, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",train,,80,,4
p25_minimal_acoustic__v09,"Minimal instrumental focus music, stable acoustic pulse, restrained tonal movement, smooth dynamics, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",train,,80,,4
p25_minimal_acoustic__v10,"Minimal instrumental focus music, stable acoustic pulse, restrained tonal movement, smooth dynamics, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",train,,80,,4
p25_minimal_acoustic__v11,"Minimal instrumental focus music, stable acoustic pulse, restrained tonal movement, smooth dynamics, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",train,,80,,4
p25_minimal_acoustic__v12,"Minimal instrumental focus music, stable acoustic pulse, restrained tonal movement, smooth dynamics, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",train,,80,,4
p25_minimal_acoustic__v13,"Minimal instrumental focus music, stable acoustic pulse, restrained tonal movement, smooth dynamics, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",train,,80,,4
p25_minimal_acoustic__v14,"Minimal instrumental focus music, stable acoustic pulse, restrained tonal movement, smooth dynamics, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",train,,80,,4
p25_minimal_acoustic__v15,"Minimal instrumental focus music, stable acoustic pulse, restrained tonal movement, smooth dynamics, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",train,,80,,4
p25_minimal_acoustic__v16,"Minimal instrumental focus music, stable acoustic pulse, restrained tonal movement, smooth dynamics, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",train,,80,,4
p26_minimal_electronic__v01,"Minimal instrumental electronic focus music, regular pulse, subtle repetition, low contrast, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",train,,94,,4
p26_minimal_electronic__v02,"Minimal instrumental electronic focus music, regular pulse, subtle repetition, low contrast, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",train,,94,,4
p26_minimal_electronic__v03,"Minimal instrumental electronic focus music, regular pulse, subtle repetition, low contrast, no vocals. Maintain restrained dynamics and a stable background texture throughout.",train,,94,,4
p26_minimal_electronic__v04,"Minimal instrumental electronic focus music, regular pulse, subtle repetition, low contrast, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",train,,94,,4
p26_minimal_electronic__v05,"Minimal instrumental electronic focus music, regular pulse, subtle repetition, low contrast, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",train,,94,,4
p26_minimal_electronic__v06,"Minimal instrumental electronic focus music, regular pulse, subtle repetition, low contrast, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",train,,94,,4
p26_minimal_electronic__v07,"Minimal instrumental electronic focus music, regular pulse, subtle repetition, low contrast, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",train,,94,,4
p26_minimal_electronic__v08,"Minimal instrumental electronic focus music, regular pulse, subtle repetition, low contrast, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",train,,94,,4
p26_minimal_electronic__v09,"Minimal instrumental electronic focus music, regular pulse, subtle repetition, low contrast, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",train,,94,,4
p26_minimal_electronic__v10,"Minimal instrumental electronic focus music, regular pulse, subtle repetition, low contrast, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",train,,94,,4
p26_minimal_electronic__v11,"Minimal instrumental electronic focus music, regular pulse, subtle repetition, low contrast, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",train,,94,,4
p26_minimal_electronic__v12,"Minimal instrumental electronic focus music, regular pulse, subtle repetition, low contrast, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",train,,94,,4
p26_minimal_electronic__v13,"Minimal instrumental electronic focus music, regular pulse, subtle repetition, low contrast, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",train,,94,,4
p26_minimal_electronic__v14,"Minimal instrumental electronic focus music, regular pulse, subtle repetition, low contrast, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",train,,94,,4
p26_minimal_electronic__v15,"Minimal instrumental electronic focus music, regular pulse, subtle repetition, low contrast, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",train,,94,,4
p26_minimal_electronic__v16,"Minimal instrumental electronic focus music, regular pulse, subtle repetition, low contrast, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",train,,94,,4
p27_neutral_ambient__v01,"Neutral instrumental ambient focus music, soft steady pulse, gradual texture changes, no dramatic events, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",qualification,,78,,4
p27_neutral_ambient__v02,"Neutral instrumental ambient focus music, soft steady pulse, gradual texture changes, no dramatic events, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",qualification,,78,,4
p27_neutral_ambient__v03,"Neutral instrumental ambient focus music, soft steady pulse, gradual texture changes, no dramatic events, no vocals. Maintain restrained dynamics and a stable background texture throughout.",qualification,,78,,4
p27_neutral_ambient__v04,"Neutral instrumental ambient focus music, soft steady pulse, gradual texture changes, no dramatic events, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",qualification,,78,,4
p27_neutral_ambient__v05,"Neutral instrumental ambient focus music, soft steady pulse, gradual texture changes, no dramatic events, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",qualification,,78,,4
p27_neutral_ambient__v06,"Neutral instrumental ambient focus music, soft steady pulse, gradual texture changes, no dramatic events, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",qualification,,78,,4
p27_neutral_ambient__v07,"Neutral instrumental ambient focus music, soft steady pulse, gradual texture changes, no dramatic events, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",qualification,,78,,4
p27_neutral_ambient__v08,"Neutral instrumental ambient focus music, soft steady pulse, gradual texture changes, no dramatic events, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",qualification,,78,,4
p27_neutral_ambient__v09,"Neutral instrumental ambient focus music, soft steady pulse, gradual texture changes, no dramatic events, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",qualification,,78,,4
p27_neutral_ambient__v10,"Neutral instrumental ambient focus music, soft steady pulse, gradual texture changes, no dramatic events, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",qualification,,78,,4
p27_neutral_ambient__v11,"Neutral instrumental ambient focus music, soft steady pulse, gradual texture changes, no dramatic events, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",qualification,,78,,4
p27_neutral_ambient__v12,"Neutral instrumental ambient focus music, soft steady pulse, gradual texture changes, no dramatic events, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",qualification,,78,,4
p27_neutral_ambient__v13,"Neutral instrumental ambient focus music, soft steady pulse, gradual texture changes, no dramatic events, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",qualification,,78,,4
p27_neutral_ambient__v14,"Neutral instrumental ambient focus music, soft steady pulse, gradual texture changes, no dramatic events, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",qualification,,78,,4
p27_neutral_ambient__v15,"Neutral instrumental ambient focus music, soft steady pulse, gradual texture changes, no dramatic events, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",qualification,,78,,4
p27_neutral_ambient__v16,"Neutral instrumental ambient focus music, soft steady pulse, gradual texture changes, no dramatic events, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",qualification,,78,,4
p28_flowing_texture__v01,"Instrumental focus music with flowing soft textures, consistent pulse, understated motifs, seamless dynamics, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",development,,86,,4
p28_flowing_texture__v02,"Instrumental focus music with flowing soft textures, consistent pulse, understated motifs, seamless dynamics, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",development,,86,,4
p28_flowing_texture__v03,"Instrumental focus music with flowing soft textures, consistent pulse, understated motifs, seamless dynamics, no vocals. Maintain restrained dynamics and a stable background texture throughout.",development,,86,,4
p28_flowing_texture__v04,"Instrumental focus music with flowing soft textures, consistent pulse, understated motifs, seamless dynamics, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",development,,86,,4
p28_flowing_texture__v05,"Instrumental focus music with flowing soft textures, consistent pulse, understated motifs, seamless dynamics, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",development,,86,,4
p28_flowing_texture__v06,"Instrumental focus music with flowing soft textures, consistent pulse, understated motifs, seamless dynamics, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",development,,86,,4
p28_flowing_texture__v07,"Instrumental focus music with flowing soft textures, consistent pulse, understated motifs, seamless dynamics, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",development,,86,,4
p28_flowing_texture__v08,"Instrumental focus music with flowing soft textures, consistent pulse, understated motifs, seamless dynamics, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",development,,86,,4
p28_flowing_texture__v09,"Instrumental focus music with flowing soft textures, consistent pulse, understated motifs, seamless dynamics, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",development,,86,,4
p28_flowing_texture__v10,"Instrumental focus music with flowing soft textures, consistent pulse, understated motifs, seamless dynamics, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",development,,86,,4
p28_flowing_texture__v11,"Instrumental focus music with flowing soft textures, consistent pulse, understated motifs, seamless dynamics, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",development,,86,,4
p28_flowing_texture__v12,"Instrumental focus music with flowing soft textures, consistent pulse, understated motifs, seamless dynamics, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",development,,86,,4
p28_flowing_texture__v13,"Instrumental focus music with flowing soft textures, consistent pulse, understated motifs, seamless dynamics, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",development,,86,,4
p28_flowing_texture__v14,"Instrumental focus music with flowing soft textures, consistent pulse, understated motifs, seamless dynamics, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",development,,86,,4
p28_flowing_texture__v15,"Instrumental focus music with flowing soft textures, consistent pulse, understated motifs, seamless dynamics, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",development,,86,,4
p28_flowing_texture__v16,"Instrumental focus music with flowing soft textures, consistent pulse, understated motifs, seamless dynamics, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",development,,86,,4
p29_light_percussion__v01,"Instrumental focus music with light percussion and warm pads, steady rhythm, restrained melody, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",train,,96,,4
p29_light_percussion__v02,"Instrumental focus music with light percussion and warm pads, steady rhythm, restrained melody, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",train,,96,,4
p29_light_percussion__v03,"Instrumental focus music with light percussion and warm pads, steady rhythm, restrained melody, no vocals. Maintain restrained dynamics and a stable background texture throughout.",train,,96,,4
p29_light_percussion__v04,"Instrumental focus music with light percussion and warm pads, steady rhythm, restrained melody, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",train,,96,,4
p29_light_percussion__v05,"Instrumental focus music with light percussion and warm pads, steady rhythm, restrained melody, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",train,,96,,4
p29_light_percussion__v06,"Instrumental focus music with light percussion and warm pads, steady rhythm, restrained melody, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",train,,96,,4
p29_light_percussion__v07,"Instrumental focus music with light percussion and warm pads, steady rhythm, restrained melody, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",train,,96,,4
p29_light_percussion__v08,"Instrumental focus music with light percussion and warm pads, steady rhythm, restrained melody, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",train,,96,,4
p29_light_percussion__v09,"Instrumental focus music with light percussion and warm pads, steady rhythm, restrained melody, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",train,,96,,4
p29_light_percussion__v10,"Instrumental focus music with light percussion and warm pads, steady rhythm, restrained melody, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",train,,96,,4
